order_id,customer_name,email,age,gender,country,order_date,product,category,price,quantity,total_amount,payment_method,order_status
ORD2040,Mike Brown,mike.brown@email.com,24.0,Male,Germany,23-05-06,T-Shirt,Electronics,1202,2,2404,Credit Card,Cancelled
ORD2041,Chris Evans,chris.evans@email.com,39.0,Female,China,23-05-06,Shoes,Fashion,546,1,546,PayPal,Cancelled
ORD2042,Anna Muller,anna.muller@email.com,60.0,Female,Usa,23-05-06,Phone,Accessories,1051,3,3153,Debit Card,Delivered
ORD2043,Chris Evans,chris.evans@email.com,39.0,Female,China,23-05-06,Headphones,Accessories,1258,3,3774,Unknown,Shipped
ORD2046,David Kim,david.kim@email.com,39.0,Male,Spain,23-05-06,Laptop,Electronics,431,1,431,Unknown,Cancelled
ORD2047,Jane Smith,jane.smith@email.com,39.0,Male,Usa,23-05-06,Bag,Electronics,248,1,248,Credit Card,Delivered
ORD2048,David Kim,david.kim@email.com,19.0,Female,Usa,23-05-06,Bag,Electronics,933,2,1866,UPI,Cancelled
ORD2049,John Doe,john.doe@email.com,39.0,Female,India,23-05-06,Phone,Accessories,1134,3,3402,PayPal,Cancelled
ORD2050,Anna Muller,anna.muller@email.com,39.0,Male,Uk,23-05-06,Camera,Electronics,669,1,669,Debit Card,Delivered
ORD2051,Jane Smith,jane.smith@email.com,44.0,Male,Usa,23-05-06,Phone,Electronics,566,3,1698,Unknown,Shipped
ORD2052,Raj Kumar,raj.kumar@email.com,34.0,Female,Uk,23-05-06,Shoes,Accessories,553,3,1659,Unknown,Shipped
ORD2053,Raj Kumar,raj.kumar@email.com,39.0,Female,Germany,23-05-06,Tablet,Electronics,1124,1,1124,Credit Card,Returned
ORD2054,Chris Evans,chris.evans@email.com,39.0,Female,Uk,23-05-06,Bag,Fashion,445,1,445,Debit Card,Returned
ORD2055,Jane Smith,jane.smith@email.com,39.0,Female,Spain,23-05-06,Shoes,Fashion,1210,1,1210,Credit Card,Cancelled
ORD2056,Maria Garcia,maria.garcia@email.com,39.0,Female,China,23-05-06,T-Shirt,Fashion,287,1,287,PayPal,Shipped
ORD2057,Liu Wei,liu.wei@email.com,39.0,Male,Germany,23-05-06,Watch,Electronics,1485,2,2970,PayPal,Returned
ORD2058,Liu Wei,liu.wei@email.com,39.0,Female,Canada,23-05-06,Bag,Electronics,321,3,963,PayPal,Returned
ORD2059,Maria Garcia,maria.garcia@email.com,39.0,Male,China,23-05-06,T-Shirt,Electronics,1001,2,2002,UPI,Delivered
ORD2060,Emily Davis,emily.davis@email.com,39.0,Male,Uk,23-05-06,Phone,Fashion,68,1,68,UPI,Delivered
ORD2061,Jane Smith,jane.smith@email.com,36.0,Male,Canada,23-05-06,Headphones,Fashion,506,3,1518,UPI,Shipped
ORD2062,Emily Davis,emily.davis@email.com,39.0,Male,Germany,23-05-06,Phone,Accessories,971,2,1942,Credit Card,Returned
ORD2063,Maria Garcia,maria.garcia@email.com,57.0,Female,Spain,23-05-06,Shoes,Electronics,1377,2,2754,PayPal,Shipped
ORD2064,Emily Davis,emily.davis@email.com,39.0,Female,Canada,23-05-06,Phone,Electronics,44,2,88,Debit Card,Returned
ORD2065,Mike Brown,mike.brown@email.com,39.0,Male,Uk,23-05-06,Tablet,Accessories,665,2,1330,Debit Card,Returned
ORD2066,Anna Muller,anna.muller@email.com,39.0,Male,Canada,23-05-06,Shoes,Fashion,394,2,788,Unknown,Shipped
ORD2067,Liu Wei,liu.wei@email.com,57.0,Male,Spain,23-05-06,Watch,Accessories,781,3,2343,Unknown,Returned
ORD2068,Sarah Lee,sarah.lee@email.com,58.0,Female,Canada,23-05-06,Phone,Fashion,935,2,1870,Unknown,Returned
ORD2069,Liu Wei,liu.wei@email.com,51.0,Female,Uk,23-05-06,T-Shirt,Electronics,498,1,498,UPI,Delivered
ORD2070,John Doe,john.doe@email.com,39.0,Female,China,23-05-06,Laptop,Accessories,686,1,686,Debit Card,Delivered
ORD2071,Jane Smith,jane.smith@email.com,42.0,Male,Canada,23-05-06,Headphones,Electronics,693,1,693,Credit Card,Shipped
ORD2072,David Kim,david.kim@email.com,28.0,Female,Uk,23-05-06,Phone,Electronics,597,2,1194,UPI,Cancelled
ORD2073,Mike Brown,mike.brown@email.com,39.0,Male,Germany,23-05-06,Tablet,Fashion,548,1,548,UPI,Returned
ORD2074,Jane Smith,jane.smith@email.com,56.0,Male,Spain,23-05-06,T-Shirt,Accessories,873,2,1746,Debit Card,Delivered
ORD2075,Mike Brown,mike.brown@email.com,39.0,Male,India,23-05-06,Headphones,Fashion,192,2,384,UPI,Returned
ORD2077,Raj Kumar,raj.kumar@email.com,39.0,Female,Canada,23-05-06,Phone,Accessories,1194,3,3582,Credit Card,Shipped
ORD2078,Sarah Lee,sarah.lee@email.com,39.0,Male,Usa,23-05-06,Watch,Fashion,283,1,283,PayPal,Cancelled
ORD2079,Liu Wei,liu.wei@email.com,39.0,Male,Uk,23-05-06,Headphones,Accessories,239,2,478,PayPal,Returned
ORD2080,Anna Muller,anna.muller@email.com,52.0,Male,India,23-05-06,T-Shirt,Electronics,1299,3,3897,PayPal,Returned
ORD2081,Sarah Lee,sarah.lee@email.com,21.0,Male,Canada,23-05-06,Tablet,Electronics,1346,1,1346,Credit Card,Cancelled
ORD2082,Jane Smith,jane.smith@email.com,39.0,Male,China,23-05-06,Bag,Electronics,1014,3,3042,Unknown,Returned
ORD2083,Jane Smith,jane.smith@email.com,39.0,Female,China,23-05-06,Phone,Accessories,508,3,1524,Unknown,Returned
ORD2084,Jane Smith,jane.smith@email.com,53.0,Male,Canada,23-05-06,Phone,Accessories,363,3,1089,Debit Card,Shipped
ORD2085,Anna Muller,anna.muller@email.com,51.0,Female,Uk,23-05-06,Camera,Fashion,638,2,1276,Unknown,Delivered
ORD2086,Raj Kumar,raj.kumar@email.com,39.0,Male,Usa,23-05-06,Shoes,Accessories,641,2,1282,PayPal,Returned
ORD2087,Raj Kumar,raj.kumar@email.com,39.0,Male,Uk,23-05-06,T-Shirt,Electronics,225,3,675,Debit Card,Shipped
ORD2088,Sarah Lee,sarah.lee@email.com,39.0,Male,China,23-05-06,Watch,Fashion,540,1,540,UPI,Delivered
ORD2089,Jane Smith,jane.smith@email.com,39.0,Male,Spain,23-05-06,Phone,Accessories,1465,3,4395,Debit Card,Cancelled
ORD2090,Raj Kumar,raj.kumar@email.com,59.0,Female,China,23-05-06,Bag,Fashion,555,2,1110,Unknown,Returned
ORD2091,Jane Smith,jane.smith@email.com,39.0,Male,Usa,23-05-06,Camera,Fashion,919,3,2757,Unknown,Delivered
ORD2092,Raj Kumar,raj.kumar@email.com,47.0,Male,Germany,23-05-06,T-Shirt,Electronics,159,3,477,Unknown,Returned
ORD2093,Chris Evans,chris.evans@email.com,27.0,Female,Canada,23-05-06,Phone,Accessories,541,2,1082,PayPal,Delivered
ORD2094,Jane Smith,jane.smith@email.com,39.0,Female,Spain,23-05-06,Watch,Accessories,45,1,45,PayPal,Returned
ORD2097,Raj Kumar,raj.kumar@email.com,39.0,Female,China,23-05-06,Phone,Fashion,1339,2,2678,Unknown,Cancelled
ORD2098,John Doe,john.doe@email.com,39.0,Female,Spain,23-05-06,Camera,Fashion,888,3,2664,PayPal,Returned
ORD2100,Raj Kumar,raj.kumar@email.com,39.0,Male,Usa,23-05-06,Bag,Electronics,1196,3,3588,UPI,Delivered
ORD2101,Sarah Lee,sarah.lee@email.com,39.0,Male,Uk,23-05-06,Watch,Electronics,44,1,44,Unknown,Delivered
ORD2103,Jane Smith,jane.smith@email.com,58.0,Female,Canada,23-05-06,Shoes,Fashion,537,3,1611,Credit Card,Delivered
ORD2104,Emily Davis,emily.davis@email.com,39.0,Male,Spain,23-05-06,T-Shirt,Accessories,953,3,2859,Unknown,Cancelled
ORD2106,Mike Brown,mike.brown@email.com,39.0,Female,China,23-05-06,Watch,Fashion,935,3,2805,Credit Card,Delivered
ORD2107,David Kim,david.kim@email.com,19.0,Female,China,23-05-06,Shoes,Accessories,251,3,753,Credit Card,Cancelled
ORD2109,Liu Wei,liu.wei@email.com,51.0,Female,Canada,23-05-06,Tablet,Fashion,599,1,599,Credit Card,Delivered
ORD2110,Chris Evans,chris.evans@email.com,39.0,Male,India,23-05-06,Camera,Fashion,328,3,984,PayPal,Returned
ORD2111,John Doe,john.doe@email.com,39.0,Male,Uk,23-05-06,Watch,Accessories,940,1,940,PayPal,Returned
ORD2112,Jane Smith,jane.smith@email.com,51.0,Male,India,23-05-06,Camera,Electronics,708,2,1416,PayPal,Delivered
ORD2113,Maria Garcia,maria.garcia@email.com,39.0,Male,Canada,23-05-06,Laptop,Fashion,913,2,1826,Credit Card,Delivered
ORD2114,Emily Davis,emily.davis@email.com,39.0,Female,China,23-05-06,Tablet,Fashion,608,3,1824,Unknown,Delivered
ORD2115,Emily Davis,emily.davis@email.com,39.0,Female,Spain,23-05-06,Laptop,Fashion,1259,1,1259,Unknown,Returned
ORD2116,Raj Kumar,raj.kumar@email.com,39.0,Male,Germany,23-05-06,Headphones,Fashion,105,3,315,UPI,Delivered
ORD2117,Liu Wei,liu.wei@email.com,39.0,Male,Uk,23-05-06,Tablet,Electronics,411,1,411,Credit Card,Returned
ORD2118,Raj Kumar,raj.kumar@email.com,39.0,Male,Usa,23-05-06,T-Shirt,Accessories,764,1,764,Credit Card,Shipped
ORD2119,John Doe,john.doe@email.com,39.0,Male,China,23-05-06,Camera,Accessories,1146,1,1146,PayPal,Returned
ORD2122,Emily Davis,emily.davis@email.com,52.0,Male,Canada,23-05-06,Laptop,Electronics,1097,2,2194,UPI,Returned
ORD2123,Anna Muller,anna.muller@email.com,30.0,Male,China,23-05-06,Phone,Fashion,258,3,774,Credit Card,Returned
ORD2124,John Doe,john.doe@email.com,39.0,Male,Canada,23-05-06,T-Shirt,Fashion,477,3,1431,Debit Card,Delivered
ORD2125,Raj Kumar,raj.kumar@email.com,39.0,Male,Uk,23-05-06,Watch,Accessories,208,2,416,PayPal,Shipped
ORD2126,David Kim,david.kim@email.com,26.0,Female,India,23-05-06,Shoes,Accessories,1006,3,3018,Unknown,Delivered
ORD2127,Anna Muller,anna.muller@email.com,39.0,Male,Canada,23-05-06,Camera,Accessories,1055,1,1055,Debit Card,Returned
ORD2128,David Kim,david.kim@email.com,36.0,Male,India,23-05-06,Bag,Fashion,817,3,2451,Debit Card,Shipped
ORD2129,Mike Brown,mike.brown@email.com,57.0,Female,Canada,23-05-06,Headphones,Accessories,284,1,284,PayPal,Returned
ORD2130,Liu Wei,liu.wei@email.com,39.0,Female,Canada,23-05-06,Phone,Fashion,565,3,1695,UPI,Returned
ORD2131,Mike Brown,mike.brown@email.com,28.0,Male,India,23-05-06,Headphones,Accessories,985,2,1970,PayPal,Cancelled
ORD2133,Mike Brown,mike.brown@email.com,39.0,Male,Germany,23-05-06,Tablet,Fashion,429,2,858,UPI,Cancelled
ORD2134,Liu Wei,liu.wei@email.com,39.0,Female,Germany,23-05-06,Bag,Fashion,350,3,1050,PayPal,Returned
ORD2135,Maria Garcia,maria.garcia@email.com,58.0,Male,Spain,23-05-06,Camera,Fashion,1190,2,2380,Unknown,Cancelled
ORD2137,Sarah Lee,sarah.lee@email.com,39.0,Male,Germany,23-05-06,Headphones,Electronics,575,2,1150,Debit Card,Shipped
ORD2138,Sarah Lee,sarah.lee@email.com,39.0,Male,Germany,23-05-06,Tablet,Electronics,672,2,1344,Unknown,Cancelled
ORD2139,Mike Brown,mike.brown@email.com,39.0,Male,Germany,23-05-06,Bag,Accessories,635,3,1905,Unknown,Returned
ORD2140,Chris Evans,chris.evans@email.com,41.0,Male,China,23-05-06,T-Shirt,Fashion,922,3,2766,PayPal,Cancelled
ORD2141,Jane Smith,jane.smith@email.com,46.0,Male,Canada,23-05-06,Watch,Fashion,296,2,592,PayPal,Returned
ORD2142,Mike Brown,mike.brown@email.com,46.0,Male,Usa,23-05-06,Headphones,Electronics,1014,3,3042,Credit Card,Cancelled
ORD2143,Sarah Lee,sarah.lee@email.com,39.0,Female,Germany,23-05-06,Shoes,Electronics,790,1,790,PayPal,Shipped
ORD2144,Raj Kumar,raj.kumar@email.com,20.0,Female,Uk,23-05-06,Bag,Fashion,1168,1,1168,PayPal,Cancelled
ORD2146,David Kim,david.kim@email.com,39.0,Female,Canada,23-05-06,Bag,Accessories,82,1,82,Debit Card,Cancelled
ORD2147,John Doe,john.doe@email.com,39.0,Male,Canada,23-05-06,T-Shirt,Electronics,1381,1,1381,Credit Card,Cancelled
ORD2148,Raj Kumar,raj.kumar@email.com,39.0,Male,Usa,23-05-06,Bag,Fashion,379,2,758,Debit Card,Shipped
ORD2149,Jane Smith,jane.smith@email.com,39.0,Female,Usa,23-05-06,Watch,Accessories,284,3,852,Credit Card,Returned
ORD2150,Jane Smith,jane.smith@email.com,39.0,Male,Canada,23-05-06,Bag,Fashion,459,3,1377,Debit Card,Shipped
ORD2151,Liu Wei,liu.wei@email.com,35.0,Female,Canada,23-05-06,Headphones,Electronics,1182,1,1182,Credit Card,Returned
ORD2152,Maria Garcia,maria.garcia@email.com,26.0,Female,Canada,23-05-06,Headphones,Electronics,230,2,460,PayPal,Cancelled
ORD2153,Liu Wei,liu.wei@email.com,39.0,Male,Usa,23-05-06,Watch,Electronics,484,1,484,PayPal,Shipped
ORD2154,Anna Muller,anna.muller@email.com,40.0,Female,China,23-05-06,Laptop,Fashion,664,1,664,Debit Card,Delivered
ORD2155,Chris Evans,chris.evans@email.com,39.0,Female,Canada,23-05-06,Headphones,Accessories,1036,3,3108,Unknown,Delivered
ORD2156,Mike Brown,mike.brown@email.com,39.0,Male,India,23-05-06,Bag,Fashion,528,2,1056,Credit Card,Cancelled
ORD2157,Anna Muller,anna.muller@email.com,22.0,Male,Germany,23-05-06,Headphones,Accessories,568,2,1136,UPI,Cancelled
ORD2158,Chris Evans,chris.evans@email.com,39.0,Female,Spain,23-05-06,T-Shirt,Accessories,1371,2,2742,Credit Card,Returned
ORD2159,Maria Garcia,maria.garcia@email.com,39.0,Female,India,23-05-06,Headphones,Accessories,1167,1,1167,Debit Card,Delivered
ORD2160,Anna Muller,anna.muller@email.com,24.0,Male,India,23-05-06,Bag,Accessories,675,2,1350,Debit Card,Shipped
ORD2161,Emily Davis,emily.davis@email.com,39.0,Male,Usa,23-05-06,T-Shirt,Accessories,1332,1,1332,Unknown,Shipped
ORD2162,Raj Kumar,raj.kumar@email.com,39.0,Male,Canada,23-05-06,Camera,Accessories,1499,1,1499,Debit Card,Cancelled
ORD2163,Maria Garcia,maria.garcia@email.com,39.0,Male,China,23-05-06,Watch,Accessories,833,3,2499,PayPal,Shipped
ORD2164,Anna Muller,anna.muller@email.com,39.0,Male,Uk,23-05-06,T-Shirt,Accessories,530,1,530,UPI,Cancelled
ORD2165,Raj Kumar,raj.kumar@email.com,39.0,Male,India,23-05-06,Headphones,Fashion,982,1,982,Debit Card,Shipped
ORD2166,Mike Brown,mike.brown@email.com,18.0,Female,Usa,23-05-06,Bag,Electronics,99,3,297,Debit Card,Cancelled
ORD2167,Anna Muller,anna.muller@email.com,37.0,Female,Canada,23-05-06,Tablet,Fashion,27,3,81,Unknown,Delivered
ORD2168,Emily Davis,emily.davis@email.com,48.0,Male,Uk,23-05-06,Bag,Electronics,195,2,390,Credit Card,Shipped
ORD2169,Chris Evans,chris.evans@email.com,39.0,Female,Germany,23-05-06,Phone,Electronics,235,3,705,PayPal,Returned
ORD2170,Emily Davis,emily.davis@email.com,39.0,Male,Uk,23-05-06,Bag,Accessories,1492,2,2984,Debit Card,Cancelled
ORD2172,Raj Kumar,raj.kumar@email.com,44.0,Female,Canada,23-05-06,Watch,Accessories,1051,2,2102,Credit Card,Delivered
ORD2173,Emily Davis,emily.davis@email.com,39.0,Male,India,23-05-06,Bag,Electronics,728,1,728,Credit Card,Cancelled
ORD2174,David Kim,david.kim@email.com,39.0,Male,Uk,23-05-06,Headphones,Electronics,626,2,1252,UPI,Shipped
ORD2175,Sarah Lee,sarah.lee@email.com,39.0,Female,Canada,23-05-06,Shoes,Fashion,430,3,1290,UPI,Cancelled
ORD2176,Sarah Lee,sarah.lee@email.com,57.0,Female,Uk,23-05-06,T-Shirt,Accessories,312,3,936,PayPal,Shipped
ORD2179,Raj Kumar,raj.kumar@email.com,39.0,Male,Germany,23-05-06,Headphones,Electronics,48,1,48,UPI,Delivered
ORD2180,John Doe,john.doe@email.com,39.0,Female,Canada,23-05-06,Phone,Fashion,747,3,2241,Credit Card,Shipped
ORD2181,Sarah Lee,sarah.lee@email.com,25.0,Female,Canada,23-05-06,Camera,Fashion,549,2,1098,Credit Card,Shipped
ORD2182,Sarah Lee,sarah.lee@email.com,53.0,Male,Germany,23-05-06,Laptop,Electronics,915,3,2745,Unknown,Delivered
ORD2183,Jane Smith,jane.smith@email.com,39.0,Female,Uk,23-05-06,Phone,Fashion,610,3,1830,Unknown,Delivered
ORD2184,Raj Kumar,raj.kumar@email.com,39.0,Female,Usa,23-05-06,Watch,Fashion,1318,3,3954,PayPal,Delivered
ORD2185,John Doe,john.doe@email.com,39.0,Male,India,23-05-06,Headphones,Fashion,395,1,395,PayPal,Returned
ORD2186,Emily Davis,emily.davis@email.com,39.0,Female,Spain,23-05-06,T-Shirt,Electronics,67,1,67,Credit Card,Returned
ORD2187,Sarah Lee,sarah.lee@email.com,39.0,Female,Uk,23-05-06,T-Shirt,Fashion,97,1,97,UPI,Cancelled
ORD2188,Raj Kumar,raj.kumar@email.com,31.0,Female,Canada,23-05-06,Bag,Electronics,553,3,1659,PayPal,Shipped
ORD2189,Anna Muller,anna.muller@email.com,39.0,Male,Germany,23-05-06,Shoes,Accessories,927,1,927,Debit Card,Shipped
ORD2190,Raj Kumar,raj.kumar@email.com,39.0,Female,China,23-05-06,Shoes,Fashion,598,3,1794,Unknown,Returned
ORD2192,Liu Wei,liu.wei@email.com,46.0,Female,Uk,23-05-06,T-Shirt,Accessories,1241,1,1241,PayPal,Shipped
ORD2193,Raj Kumar,raj.kumar@email.com,39.0,Male,Germany,23-05-06,Shoes,Fashion,1498,2,2996,PayPal,Delivered
ORD2194,Liu Wei,liu.wei@email.com,39.0,Female,Canada,23-05-06,Phone,Electronics,716,1,716,Unknown,Delivered
ORD2195,David Kim,david.kim@email.com,18.0,Male,Usa,23-05-06,Watch,Fashion,458,2,916,Credit Card,Cancelled
ORD2196,Maria Garcia,maria.garcia@email.com,39.0,Female,China,23-05-06,Laptop,Fashion,872,1,872,PayPal,Cancelled
ORD2197,Sarah Lee,sarah.lee@email.com,39.0,Male,India,23-05-06,Camera,Electronics,1359,1,1359,PayPal,Returned
ORD2198,Liu Wei,liu.wei@email.com,39.0,Female,China,23-05-06,Phone,Accessories,567,3,1701,UPI,Delivered
ORD2199,Anna Muller,anna.muller@email.com,31.0,Male,India,23-05-06,Bag,Electronics,1174,3,3522,Unknown,Shipped
ORD2200,David Kim,david.kim@email.com,39.0,Female,Germany,23-05-06,Laptop,Accessories,540,2,1080,Debit Card,Cancelled
ORD2201,Chris Evans,chris.evans@email.com,39.0,Male,Uk,23-05-06,Headphones,Accessories,807,2,1614,Debit Card,Delivered
ORD2202,Mike Brown,mike.brown@email.com,39.0,Female,India,23-05-06,Shoes,Fashion,633,3,1899,Debit Card,Shipped
ORD2203,Emily Davis,emily.davis@email.com,39.0,Male,Germany,23-05-06,Tablet,Fashion,237,2,474,Credit Card,Delivered
ORD2204,John Doe,john.doe@email.com,46.0,Male,India,23-05-06,Watch,Fashion,318,3,954,Credit Card,Delivered
ORD2205,Emily Davis,emily.davis@email.com,39.0,Female,Uk,23-05-06,Headphones,Electronics,296,1,296,UPI,Cancelled
ORD2206,Jane Smith,jane.smith@email.com,54.0,Male,Spain,23-05-06,Tablet,Accessories,388,2,776,Debit Card,Cancelled
ORD2207,Anna Muller,anna.muller@email.com,39.0,Male,Usa,23-05-06,Shoes,Accessories,624,2,1248,PayPal,Delivered
ORD2208,Liu Wei,liu.wei@email.com,21.0,Male,Canada,23-05-06,Watch,Electronics,962,1,962,Unknown,Returned
ORD2209,Anna Muller,anna.muller@email.com,44.0,Female,Spain,23-05-06,Tablet,Fashion,822,2,1644,Credit Card,Delivered
ORD2210,Raj Kumar,raj.kumar@email.com,46.0,Female,Canada,23-05-06,Phone,Fashion,1422,3,4266,PayPal,Shipped
ORD2211,Emily Davis,emily.davis@email.com,39.0,Male,Germany,23-05-06,Bag,Fashion,722,2,1444,Debit Card,Cancelled
ORD2212,Emily Davis,emily.davis@email.com,39.0,Male,Usa,23-05-06,T-Shirt,Fashion,1366,2,2732,Unknown,Returned
ORD2213,Jane Smith,jane.smith@email.com,39.0,Male,Spain,23-05-06,Laptop,Fashion,703,2,1406,UPI,Returned
ORD2214,Sarah Lee,sarah.lee@email.com,39.0,Male,Canada,23-05-06,Shoes,Electronics,520,1,520,Debit Card,Cancelled
ORD2215,Sarah Lee,sarah.lee@email.com,40.0,Female,Spain,23-05-06,Bag,Accessories,1420,1,1420,UPI,Returned
ORD2217,Raj Kumar,raj.kumar@email.com,56.0,Female,Germany,23-05-06,Phone,Fashion,559,3,1677,Debit Card,Cancelled
ORD2219,Chris Evans,chris.evans@email.com,39.0,Female,Germany,23-05-06,Headphones,Accessories,613,1,613,Credit Card,Cancelled
ORD2220,Maria Garcia,maria.garcia@email.com,39.0,Female,Germany,23-05-06,Shoes,Fashion,384,3,1152,Debit Card,Shipped
ORD2221,Chris Evans,chris.evans@email.com,21.0,Female,Canada,23-05-06,Headphones,Electronics,1462,2,2924,Credit Card,Cancelled
ORD2222,Sarah Lee,sarah.lee@email.com,58.0,Male,Spain,23-05-06,Laptop,Accessories,1334,1,1334,Debit Card,Delivered
ORD2223,Maria Garcia,maria.garcia@email.com,39.0,Male,Uk,23-05-06,Watch,Accessories,1186,1,1186,Unknown,Returned
ORD2224,Jane Smith,jane.smith@email.com,39.0,Male,China,23-05-06,Camera,Fashion,798,3,2394,PayPal,Delivered
ORD2225,Mike Brown,mike.brown@email.com,53.0,Male,India,23-05-06,T-Shirt,Electronics,231,2,462,Credit Card,Returned
ORD2226,Anna Muller,anna.muller@email.com,39.0,Male,India,23-05-06,Headphones,Fashion,93,2,186,Debit Card,Returned
ORD2227,Liu Wei,liu.wei@email.com,39.0,Female,Spain,23-05-06,Headphones,Accessories,1232,2,2464,PayPal,Shipped
ORD2228,Liu Wei,liu.wei@email.com,39.0,Female,Spain,23-05-06,Camera,Electronics,575,2,1150,Credit Card,Cancelled
ORD2229,Raj Kumar,raj.kumar@email.com,48.0,Female,Spain,23-05-06,Watch,Accessories,289,1,289,Credit Card,Delivered
ORD2230,Anna Muller,anna.muller@email.com,58.0,Female,Usa,23-05-06,Shoes,Accessories,1452,1,1452,Credit Card,Shipped
ORD2231,Chris Evans,chris.evans@email.com,39.0,Male,China,23-05-06,Tablet,Fashion,1447,1,1447,PayPal,Delivered
ORD2232,Sarah Lee,sarah.lee@email.com,54.0,Male,China,23-05-06,Camera,Electronics,1476,1,1476,Credit Card,Shipped
ORD2233,Liu Wei,liu.wei@email.com,39.0,Male,Germany,23-05-06,Headphones,Fashion,1093,1,1093,Unknown,Delivered
ORD2235,Anna Muller,anna.muller@email.com,36.0,Male,China,23-05-06,T-Shirt,Electronics,649,1,649,Debit Card,Returned
ORD2236,Emily Davis,emily.davis@email.com,26.0,Female,Canada,23-05-06,Shoes,Electronics,178,2,356,UPI,Cancelled
ORD2237,Chris Evans,chris.evans@email.com,39.0,Female,Usa,23-05-06,Watch,Accessories,269,3,807,Credit Card,Delivered
ORD2238,Emily Davis,emily.davis@email.com,39.0,Male,Germany,23-05-06,Headphones,Fashion,562,1,562,PayPal,Returned
ORD2240,Anna Muller,anna.muller@email.com,22.0,Male,Germany,23-05-06,Watch,Accessories,1242,3,3726,PayPal,Shipped
ORD2241,David Kim,david.kim@email.com,39.0,Male,Uk,23-05-06,Camera,Fashion,1293,1,1293,UPI,Cancelled
ORD2242,Jane Smith,jane.smith@email.com,39.0,Male,Usa,23-05-06,Watch,Electronics,806,2,1612,PayPal,Shipped
ORD2243,Jane Smith,jane.smith@email.com,39.0,Male,Spain,23-05-06,Phone,Electronics,176,3,528,UPI,Shipped
ORD2244,Maria Garcia,maria.garcia@email.com,39.0,Female,Germany,23-05-06,Bag,Fashion,982,3,2946,Debit Card,Cancelled
ORD2245,Emily Davis,emily.davis@email.com,38.0,Female,Uk,23-05-06,Shoes,Accessories,996,2,1992,Unknown,Shipped
ORD2246,Sarah Lee,sarah.lee@email.com,39.0,Male,Usa,23-05-06,T-Shirt,Electronics,260,1,260,Debit Card,Delivered
ORD2247,Sarah Lee,sarah.lee@email.com,39.0,Female,Germany,23-05-06,Bag,Fashion,690,1,690,PayPal,Delivered
ORD2248,Emily Davis,emily.davis@email.com,39.0,Male,Spain,23-05-06,Headphones,Fashion,395,1,395,Unknown,Shipped
ORD2249,Anna Muller,anna.muller@email.com,42.0,Male,Canada,23-05-06,Shoes,Accessories,29,3,87,PayPal,Shipped
ORD2250,David Kim,david.kim@email.com,39.0,Female,Usa,23-05-06,Camera,Electronics,402,3,1206,UPI,Returned
ORD2251,John Doe,john.doe@email.com,39.0,Male,Germany,23-05-06,Shoes,Accessories,1453,3,4359,Debit Card,Delivered
ORD2253,Mike Brown,mike.brown@email.com,39.0,Male,India,23-05-06,Headphones,Fashion,296,3,888,Credit Card,Cancelled
ORD2254,John Doe,john.doe@email.com,39.0,Female,Uk,23-05-06,Shoes,Accessories,1231,1,1231,Debit Card,Shipped
ORD2255,John Doe,john.doe@email.com,39.0,Male,Canada,23-05-06,Phone,Accessories,518,3,1554,Credit Card,Delivered
ORD2256,Emily Davis,emily.davis@email.com,51.0,Female,India,23-05-06,Shoes,Electronics,1077,1,1077,Credit Card,Shipped
ORD2257,Sarah Lee,sarah.lee@email.com,52.0,Male,Canada,23-05-06,Bag,Electronics,725,1,725,Credit Card,Cancelled
ORD2259,Mike Brown,mike.brown@email.com,39.0,Male,Uk,23-05-06,Shoes,Fashion,694,3,2082,Credit Card,Returned
ORD2260,Raj Kumar,raj.kumar@email.com,32.0,Male,Uk,23-05-06,Bag,Accessories,687,2,1374,Credit Card,Cancelled
ORD2261,John Doe,john.doe@email.com,39.0,Male,China,23-05-06,Shoes,Electronics,166,2,332,Unknown,Shipped
ORD2262,Chris Evans,chris.evans@email.com,39.0,Male,Usa,23-05-06,Tablet,Accessories,998,3,2994,Credit Card,Returned
ORD2265,Emily Davis,emily.davis@email.com,32.0,Female,Spain,23-05-06,Laptop,Fashion,1115,3,3345,PayPal,Returned
ORD2266,Anna Muller,anna.muller@email.com,39.0,Female,Usa,23-05-06,Laptop,Accessories,93,1,93,UPI,Shipped
ORD2267,Chris Evans,chris.evans@email.com,39.0,Female,India,23-05-06,Camera,Fashion,298,2,596,Debit Card,Shipped
ORD2268,Anna Muller,anna.muller@email.com,39.0,Female,Canada,23-05-06,Headphones,Fashion,32,3,96,Unknown,Delivered
ORD2269,Jane Smith,jane.smith@email.com,39.0,Female,Canada,23-05-06,T-Shirt,Electronics,826,2,1652,UPI,Cancelled
ORD2270,David Kim,david.kim@email.com,51.0,Female,Spain,23-05-06,T-Shirt,Electronics,310,2,620,PayPal,Returned
ORD2271,Chris Evans,chris.evans@email.com,39.0,Male,Uk,23-05-06,Phone,Fashion,1065,3,3195,PayPal,Shipped
ORD2273,Mike Brown,mike.brown@email.com,39.0,Male,Canada,23-05-06,Laptop,Accessories,1402,1,1402,UPI,Cancelled
ORD2275,Anna Muller,anna.muller@email.com,32.0,Female,India,23-05-06,T-Shirt,Accessories,318,3,954,PayPal,Cancelled
ORD2276,Sarah Lee,sarah.lee@email.com,37.0,Female,Uk,23-05-06,Camera,Fashion,1003,1,1003,Debit Card,Returned
