Order_ID,Customer Name,Email,Age,Gender,Country,Order_Date,Product,Category,Price,Quantity,Total_Amount,Payment_Method,Order_Status
ORD2587,Mike Brown,mike.brown@email.com,,Male,China,15-02-2023,Headphones,Fashion,104,2,208,,Cancelled
ORD2588,John Doe,john.doe@email.com,,Male,India,2023/01/15,Headphones,Fashion,1033,1,1033,,Cancelled
ORD2589,Mike Brown,mike.brownemail.com,,Female,China,2023/04/05,Tablet,Fashion,1410,3,4230,Debit Card,Shipped
ORD2590,Chris Evans,chris.evans@email.com,abc,Female,UK,05-06-2023,Watch,Accessories,760,3,2280,,Delivered
ORD2591,Emily Davis,emily.davis@email.com,27,Male,China,2023-03-10,Phone,Fashion,47,2,94,Debit Card,Shipped
ORD2592,Anna Muller,anna.muller@email.com,abc,Male,China,15-02-2023,Bag,Accessories,1052,1,1052,PayPal,Delivered
ORD2593,Chris Evans,chris.evans@email.com,,Female,Canada,05-06-2023,Camera,Accessories,1275,1,1275,Credit Card,Returned
ORD2594,Mike Brown,mike.brown@email.com,28,Female,India,2023-03-10,Shoes,Fashion,1092,1,1092,UPI,Cancelled
ORD2595,Raj Kumar,raj.kumar@email.com,29,Female,Canada,2023/01/15,Headphones,Fashion,661,3,1983,,Delivered
ORD2596,Mike Brown,mike.brownemail.com,abc,Male,India,15-02-2023,Camera,Fashion,101,2,202,,Returned
ORD2597,Liu Wei,liu.wei@email.com,48,Female,Spain,05-06-2023,Camera,Electronics,728,3,2184,UPI,Cancelled
ORD2598,Anna Muller,anna.muller@email.com,abc,Female,USA,2023-07-12,T-Shirt,Electronics,97,3,291,PayPal,Returned
ORD2599,Chris Evans,chris.evans@email.com,,Male,UK,2023-03-10,Camera,Fashion,698,1,698,Debit Card,Shipped
ORD2600,Emily Davis,emily.davis@email.com,56,Female,China,2023-03-10,Tablet,Electronics,1406,3,4218,Credit Card,Cancelled
ORD2601,John Doe,john.doe@email.com,34,Female,Canada,05-06-2023,Watch,Electronics,560,1,560,,Returned
ORD2602,Chris Evans,chris.evans@email.com,47,Female,UK,15-02-2023,Shoes,Electronics,1370,1,1370,,Returned
ORD2603,Chris Evans,chris.evans@email.com,abc,Female,Spain,2023/01/15,Tablet,Fashion,65,3,195,UPI,Shipped
ORD2604,Mike Brown,mike.brown@email.com,32,Female,UK,2023-07-12,Headphones,Fashion,288,2,576,PayPal,Delivered
ORD2605,Jane Smith,jane.smithemail.com,abc,Female,India,2023/04/05,T-Shirt,Accessories,796,2,1592,Credit Card,Delivered
ORD2606,John Doe,john.doe@email.com,,Female,UK,2023-03-10,Laptop,Fashion,1085,2,2170,,Returned
ORD2607, David Kim ,david.kim@email.com,abc,Female,China,2023/04/05,Phone,Electronics,1474,3,4422,PayPal,Cancelled
ORD2608, Anna Muller ,anna.muller@email.com,,Female,Germany,05-06-2023,Phone,Electronics,846,3,2538,UPI,Cancelled
ORD2609, Emily Davis ,emily.davisemail.com,44,Female,UK,2023-03-10,T-Shirt,Accessories,875,1,875,Credit Card,Returned
ORD2610, Emily Davis ,emily.davisemail.com,abc,Male,USA,2023/04/05,T-Shirt,Fashion,137,2,274,UPI,Shipped
ORD2611,Jane Smith,jane.smith@email.com,,Female,China,15-02-2023,Bag,Accessories,1408,1,1408,,Shipped
ORD2612,Sarah Lee,sarah.leeemail.com,abc,Female,India,2023-07-12,Shoes,Electronics,964,1,964,PayPal,Returned
ORD2613,John Doe,john.doe@email.com,,Male,UK,05-06-2023,Shoes,Electronics,374,2,748,Debit Card,Delivered
ORD2614,Raj Kumar,raj.kumar@email.com,,Male,USA,2023/04/05,Tablet,Accessories,110,3,330,,Cancelled
ORD2615,Raj Kumar,raj.kumaremail.com,abc,Female,Germany,05-06-2023,Phone,Electronics,1492,3,4476,PayPal,Shipped
ORD2616,Emily Davis,emily.davis@email.com,abc,Male,USA,2023-07-12,T-Shirt,Fashion,1139,3,3417,Credit Card,Returned
ORD2617,John Doe,john.doe@email.com,abc,Female,China,2023/04/05,Bag,Accessories,152,2,304,UPI,Shipped
ORD2618, Raj Kumar ,raj.kumar@email.com,35,Male,Germany,15-02-2023,Phone,Accessories,412,3,1236,PayPal,Delivered
ORD2619, Chris Evans ,chris.evans@email.com,abc,Male,China,15-02-2023,Tablet,Accessories,1437,1,1437,Credit Card,Delivered
ORD2620,David Kim,david.kim@email.com,52,Male,UK,2023/01/15,Laptop,Electronics,1314,2,2628,Credit Card,Shipped
ORD2621,Chris Evans,chris.evans@email.com,abc,Male,India,05-06-2023,Bag,Fashion,931,3,2793,PayPal,Shipped
ORD2622, Maria Garcia ,maria.garcia@email.com,abc,Male,China,05-06-2023,Phone,Electronics,458,2,916,Debit Card,Returned
ORD2623,John Doe,john.doe@email.com,49,Female,UK,2023/04/05,T-Shirt,Electronics,709,2,1418,Credit Card,Shipped
ORD2624,Maria Garcia,maria.garcia@email.com,,Female,India,15-02-2023,Watch,Electronics,48,3,144,,Delivered
ORD2625, John Doe ,john.doe@email.com,,Male,Canada,2023/04/05,Shoes,Fashion,441,3,1323,PayPal,Cancelled
ORD2626,Liu Wei,liu.weiemail.com,,Female,USA,15-02-2023,Watch,Fashion,211,1,211,Credit Card,Delivered
ORD2627,Emily Davis,emily.davis@email.com,,Male,UK,05-06-2023,Camera,Accessories,423,2,846,,Delivered
ORD2628,Mike Brown,mike.brownemail.com,24,Female,UK,15-02-2023,Tablet,Fashion,1167,1,1167,Credit Card,Cancelled
ORD2629,Emily Davis,emily.davis@email.com,abc,Female,Germany,2023-03-10,Laptop,Electronics,980,3,2940,Debit Card,Cancelled
ORD2630,Liu Wei,liu.wei@email.com,54,Female,USA,15-02-2023,Bag,Accessories,808,2,1616,,Shipped
ORD2631,Maria Garcia,maria.garcia@email.com,60,Male,Spain,2023-03-10,Headphones,Electronics,887,1,887,Debit Card,Cancelled
ORD2632,Raj Kumar,raj.kumar@email.com,abc,Female,China,15-02-2023,Camera,Fashion,773,1,773,PayPal,Cancelled
ORD2633, Chris Evans ,chris.evans@email.com,40,Female,Canada,2023/01/15,Shoes,Fashion,787,2,1574,Debit Card,Cancelled
ORD2634,Jane Smith,jane.smith@email.com,,Female,Germany,05-06-2023,Camera,Electronics,1436,2,2872,Debit Card,Delivered
ORD2635, Sarah Lee ,sarah.lee@email.com,abc,Female,India,05-06-2023,Watch,Fashion,79,2,158,Debit Card,Returned
ORD2636,Jane Smith,jane.smith@email.com,,Male,Germany,2023/01/15,Tablet,Accessories,683,2,1366,UPI,Shipped
ORD2637,David Kim,david.kimemail.com,abc,Male,USA,05-06-2023,Shoes,Electronics,579,3,1737,Credit Card,Shipped
ORD2638, Mike Brown ,mike.brown@email.com,,Male,China,05-06-2023,Camera,Electronics,1010,1,1010,PayPal,Cancelled
ORD2639, Maria Garcia ,maria.garcia@email.com,,Male,Spain,2023-07-12,Watch,Electronics,1482,2,2964,,Delivered
ORD2640,Maria Garcia,maria.garcia@email.com,,Male,USA,2023-07-12,Headphones,Electronics,125,1,125,Credit Card,Returned
ORD2641,Raj Kumar,raj.kumar@email.com,abc,Female,Canada,2023-03-10,Watch,Electronics,559,3,1677,Debit Card,Cancelled
ORD2642, David Kim ,david.kim@email.com,abc,Female,Canada,2023-03-10,Watch,Accessories,604,2,1208,UPI,Returned
ORD2643,Anna Muller,anna.muller@email.com,abc,Male,UK,2023-07-12,Bag,Fashion,849,1,849,,Delivered
ORD2644,David Kim,david.kimemail.com,58,Female,Germany,2023-03-10,T-Shirt,Fashion,194,2,388,PayPal,Delivered
ORD2645,Raj Kumar,raj.kumar@email.com,29,Female,India,05-06-2023,Bag,Electronics,1290,2,2580,Debit Card,Cancelled
ORD2646,Sarah Lee,sarah.lee@email.com,,Male,Canada,05-06-2023,Laptop,Fashion,502,2,1004,,Returned
ORD2647,David Kim,david.kim@email.com,,Female,Spain,2023-03-10,Tablet,Accessories,82,1,82,PayPal,Delivered
ORD2648,John Doe,john.doe@email.com,24,Female,India,15-02-2023,Bag,Electronics,794,3,2382,,Returned
ORD2649,Sarah Lee,sarah.lee@email.com,abc,Female,Canada,15-02-2023,Headphones,Electronics,75,2,150,,Returned
ORD2650,Raj Kumar,raj.kumar@email.com,,Male,Germany,15-02-2023,Bag,Electronics,869,2,1738,PayPal,Shipped
ORD2651,Emily Davis,emily.davis@email.com,29,Female,India,2023/01/15,Shoes,Accessories,1099,3,3297,PayPal,Shipped
ORD2652,John Doe,john.doe@email.com,,Female,UK,05-06-2023,Bag,Accessories,1334,2,2668,UPI,Shipped
ORD2653,Chris Evans,chris.evans@email.com,37,Female,Germany,2023/01/15,T-Shirt,Fashion,94,1,94,PayPal,Cancelled
ORD2654, Anna Muller ,anna.muller@email.com,abc,Female,USA,2023-03-10,Bag,Electronics,1094,3,3282,Credit Card,Delivered
ORD2655,Raj Kumar,raj.kumaremail.com,,Male,UK,2023/01/15,Tablet,Fashion,255,1,255,Credit Card,Shipped
ORD2656,John Doe,john.doe@email.com,,Female,China,2023/01/15,Tablet,Electronics,436,3,1308,Debit Card,Delivered
ORD2657,John Doe,john.doe@email.com,,Male,Spain,2023-07-12,Phone,Accessories,1381,3,4143,PayPal,Cancelled
ORD2658, John Doe ,john.doe@email.com,,Female,China,05-06-2023,Shoes,Fashion,482,3,1446,,Cancelled
ORD2659,Emily Davis,emily.davis@email.com,abc,Female,Spain,2023-03-10,Phone,Fashion,954,2,1908,PayPal,Delivered
ORD2660,John Doe,john.doe@email.com,,Female,USA,05-06-2023,Headphones,Electronics,1289,3,3867,PayPal,Delivered
ORD2661,Jane Smith,jane.smith@email.com,,Male,China,15-02-2023,Phone,Fashion,664,3,1992,,Cancelled
ORD2662,Jane Smith,jane.smith@email.com,,Male,India,05-06-2023,Headphones,Accessories,437,2,874,Credit Card,Cancelled
ORD2663,Liu Wei,liu.wei@email.com,abc,Female,Germany,2023-03-10,T-Shirt,Accessories,390,3,1170,Credit Card,Delivered
ORD2664,Mike Brown,mike.brown@email.com,abc,Female,Canada,2023-03-10,Shoes,Accessories,1469,3,4407,Debit Card,Returned
ORD2665,Jane Smith,jane.smith@email.com,abc,Male,Canada,2023-07-12,Camera,Fashion,777,1,777,Credit Card,Shipped
ORD2666, Liu Wei ,liu.wei@email.com,,Female,India,05-06-2023,Bag,Electronics,715,1,715,UPI,Shipped
ORD2667,Emily Davis,emily.davis@email.com,abc,Male,India,2023-07-12,Tablet,Electronics,571,1,571,,Returned
ORD2668, Emily Davis ,emily.davis@email.com,,Female,Canada,05-06-2023,Laptop,Electronics,518,1,518,Credit Card,Delivered
ORD2669,Sarah Lee,sarah.lee@email.com,40,Male,Germany,15-02-2023,Tablet,Electronics,338,1,338,,Returned
ORD2670, Mike Brown ,mike.brown@email.com,abc,Female,China,2023/04/05,Tablet,Accessories,1455,1,1455,Debit Card,Cancelled
ORD2671,Liu Wei,liu.wei@email.com,,Male,UK,05-06-2023,Bag,Electronics,62,1,62,UPI,Shipped
ORD2672,Chris Evans,chris.evans@email.com,abc,Female,Spain,05-06-2023,Headphones,Electronics,734,3,2202,PayPal,Returned
ORD2673,Chris Evans,chris.evans@email.com,abc,Female,India,15-02-2023,Phone,Accessories,1471,1,1471,UPI,Returned
ORD2674,Jane Smith,jane.smith@email.com,,Female,Germany,2023/04/05,Laptop,Fashion,811,2,1622,Debit Card,Shipped
ORD2675,John Doe,john.doe@email.com,59,Female,India,2023/04/05,Camera,Accessories,1443,2,2886,Debit Card,Delivered
ORD2676,Chris Evans,chris.evans@email.com,abc,Male,USA,2023/04/05,T-Shirt,Fashion,241,1,241,Debit Card,Returned
ORD2677,Jane Smith,jane.smith@email.com,,Female,Germany,2023/04/05,Bag,Accessories,107,2,214,,Delivered
ORD2678,Anna Muller,anna.muller@email.com,abc,Male,Germany,2023-07-12,Phone,Accessories,410,2,820,UPI,Shipped
ORD2679,Jane Smith,jane.smith@email.com,abc,Female,USA,2023/01/15,Bag,Electronics,110,3,330,Credit Card,Delivered
ORD2680,John Doe,john.doe@email.com,43,Female,USA,2023-03-10,Camera,Accessories,753,2,1506,UPI,Cancelled
ORD2681,Liu Wei,liu.wei@email.com,abc,Male,Spain,2023-03-10,Watch,Accessories,1294,3,3882,UPI,Shipped
ORD2682,David Kim,david.kim@email.com,abc,Male,Canada,15-02-2023,Tablet,Electronics,1152,3,3456,Debit Card,Delivered
ORD2683,Emily Davis,emily.davis@email.com,abc,Male,USA,2023-03-10,Shoes,Fashion,1162,1,1162,,Delivered
ORD2684,Maria Garcia,maria.garcia@email.com,abc,Female,UK,05-06-2023,Watch,Accessories,790,3,2370,PayPal,Cancelled
ORD2685,Anna Muller,anna.muller@email.com,,Male,Canada,05-06-2023,Watch,Accessories,353,1,353,Debit Card,Returned
ORD2686,David Kim,david.kim@email.com,45,Male,India,2023/01/15,Laptop,Accessories,1059,2,2118,,Returned
ORD2687, Mike Brown ,mike.brown@email.com,58,Male,China,2023/01/15,Headphones,Accessories,163,3,489,UPI,Delivered
ORD2688,Liu Wei,liu.wei@email.com,abc,Male,India,15-02-2023,Bag,Fashion,335,2,670,,Shipped
ORD2689,Raj Kumar,raj.kumar@email.com,abc,Female,Germany,2023/04/05,Headphones,Accessories,1350,1,1350,Debit Card,Delivered
ORD2690,Raj Kumar,raj.kumar@email.com,,Female,Spain,2023-07-12,Tablet,Fashion,192,3,576,UPI,Cancelled
ORD2691,Raj Kumar,raj.kumar@email.com,abc,Female,UK,2023/04/05,Watch,Fashion,502,1,502,UPI,Cancelled
ORD2692,Maria Garcia,maria.garcia@email.com,abc,Female,China,2023-03-10,Shoes,Accessories,463,3,1389,UPI,Cancelled
ORD2693,Maria Garcia,maria.garcia@email.com,19,Male,Germany,2023-03-10,Tablet,Accessories,31,2,62,UPI,Returned
ORD2694,Maria Garcia,maria.garciaemail.com,abc,Female,Spain,05-06-2023,Bag,Fashion,970,2,1940,Debit Card,Returned
ORD2695,Liu Wei,liu.wei@email.com,55,Female,China,15-02-2023,Camera,Electronics,1198,3,3594,Debit Card,Returned
ORD2696,Raj Kumar,raj.kumar@email.com,,Female,Canada,05-06-2023,T-Shirt,Electronics,348,2,696,Debit Card,Delivered
ORD2697,Emily Davis,emily.davis@email.com,50,Female,China,15-02-2023,Laptop,Fashion,356,3,1068,Debit Card,Shipped
ORD2698,Liu Wei,liu.wei@email.com,abc,Male,USA,15-02-2023,Camera,Electronics,280,3,840,Debit Card,Returned
ORD2699,Sarah Lee,sarah.lee@email.com,abc,Female,UK,2023/04/05,Camera,Fashion,718,1,718,Credit Card,Cancelled
ORD2700,Chris Evans,chris.evans@email.com,59,Male,Canada,2023-07-12,Bag,Fashion,889,1,889,PayPal,Returned
ORD2701,John Doe,john.doe@email.com,,Male,Spain,2023/04/05,Camera,Accessories,1231,2,2462,UPI,Returned
ORD2702,Sarah Lee,sarah.lee@email.com,,Male,India,2023/01/15,Tablet,Fashion,197,2,394,Debit Card,Delivered
ORD2703,Raj Kumar,raj.kumar@email.com,,Female,UK,2023-07-12,Laptop,Electronics,92,1,92,Debit Card,Delivered
ORD2704,David Kim,david.kim@email.com,abc,Female,Germany,2023-03-10,Laptop,Fashion,827,2,1654,UPI,Cancelled
ORD2705, Raj Kumar ,raj.kumar@email.com,,Male,India,05-06-2023,Watch,Fashion,626,2,1252,UPI,Cancelled
ORD2706,David Kim,david.kim@email.com,39,Female,UK,2023-03-10,T-Shirt,Electronics,39,1,39,,Cancelled
ORD2707, Mike Brown ,mike.brown@email.com,abc,Male,Canada,2023-03-10,Headphones,Accessories,1478,2,2956,PayPal,Shipped
ORD2708,Chris Evans,chris.evans@email.com,,Female,UK,15-02-2023,Camera,Fashion,1373,2,2746,PayPal,Shipped
ORD2709, Emily Davis ,emily.davis@email.com,,Female,India,2023-07-12,Laptop,Fashion,916,2,1832,PayPal,Cancelled
ORD2710,John Doe,john.doe@email.com,,Male,Germany,2023/04/05,Phone,Accessories,1227,1,1227,Credit Card,Delivered
ORD2711,Sarah Lee,sarah.leeemail.com,abc,Male,UK,2023-07-12,Bag,Accessories,316,2,632,UPI,Cancelled
ORD2712,Chris Evans,chris.evans@email.com,47,Male,China,2023/01/15,Camera,Electronics,565,3,1695,Debit Card,Shipped
ORD2713,Jane Smith,jane.smith@email.com,34,Male,China,15-02-2023,Bag,Electronics,1388,2,2776,,Cancelled
ORD2714,Maria Garcia,maria.garciaemail.com,abc,Male,China,2023-07-12,Laptop,Electronics,1391,3,4173,UPI,Cancelled
ORD2715,John Doe,john.doe@email.com,,Male,Germany,2023/04/05,Bag,Accessories,768,1,768,,Delivered
ORD2716,Sarah Lee,sarah.leeemail.com,38,Male,India,05-06-2023,Headphones,Accessories,1456,1,1456,,Cancelled
ORD2717, Raj Kumar ,raj.kumar@email.com,,Male,UK,2023-07-12,Camera,Electronics,697,2,1394,Debit Card,Returned
ORD2718,Liu Wei,liu.weiemail.com,47,Male,Germany,2023/04/05,Watch,Fashion,1297,3,3891,Debit Card,Delivered
ORD2719,Anna Muller,anna.muller@email.com,abc,Male,India,05-06-2023,Camera,Accessories,282,3,846,,Shipped
ORD2720,David Kim,david.kim@email.com,49,Male,Canada,2023-07-12,Laptop,Electronics,613,2,1226,UPI,Cancelled
ORD2721,Anna Muller,anna.muller@email.com,48,Male,Canada,15-02-2023,Phone,Accessories,1346,3,4038,UPI,Cancelled
ORD2722,Liu Wei,liu.wei@email.com,abc,Female,USA,2023/01/15,Shoes,Accessories,1212,3,3636,,Returned
ORD2723,Mike Brown,mike.brown@email.com,,Female,UK,05-06-2023,Shoes,Accessories,1129,1,1129,Credit Card,Delivered
ORD2724,John Doe,john.doe@email.com,23,Male,USA,2023-07-12,Watch,Accessories,374,3,1122,Debit Card,Shipped
ORD2725,Maria Garcia,maria.garcia@email.com,,Female,Canada,2023-07-12,Camera,Accessories,1492,3,4476,,Shipped
ORD2726,Maria Garcia,maria.garcia@email.com,59,Female,Spain,2023/01/15,Laptop,Electronics,486,1,486,Credit Card,Returned
ORD2727,John Doe,john.doeemail.com,56,Male,Spain,05-06-2023,Phone,Electronics,271,3,813,UPI,Shipped
ORD2728, Sarah Lee ,sarah.leeemail.com,42,Female,Spain,2023/01/15,Phone,Fashion,354,2,708,,Shipped
ORD2729,John Doe,john.doe@email.com,abc,Male,China,15-02-2023,Phone,Fashion,1034,3,3102,PayPal,Shipped
ORD2730,Mike Brown,mike.brown@email.com,19,Female,Canada,2023-03-10,Shoes,Accessories,1311,1,1311,Credit Card,Delivered
ORD2731,Jane Smith,jane.smithemail.com,34,Male,UK,2023/01/15,Laptop,Accessories,1310,1,1310,Debit Card,Shipped
ORD2732,David Kim,david.kim@email.com,58,Female,Canada,15-02-2023,Tablet,Fashion,1262,2,2524,UPI,Cancelled
ORD2733,John Doe,john.doe@email.com,abc,Female,India,2023/04/05,Bag,Electronics,802,1,802,UPI,Shipped
ORD2734,Maria Garcia,maria.garcia@email.com,29,Male,UK,05-06-2023,Phone,Fashion,540,1,540,UPI,Shipped
ORD2735,Raj Kumar,raj.kumar@email.com,abc,Female,Germany,2023-03-10,Phone,Electronics,856,1,856,Credit Card,Shipped
ORD2736,Emily Davis,emily.davis@email.com,,Male,Canada,2023/01/15,Laptop,Fashion,405,3,1215,PayPal,Returned
ORD2737,Maria Garcia,maria.garcia@email.com,57,Female,India,2023-03-10,Watch,Accessories,1021,2,2042,Credit Card,Shipped
ORD2738,Chris Evans,chris.evans@email.com,abc,Female,India,05-06-2023,Bag,Electronics,945,2,1890,PayPal,Cancelled
ORD2739,David Kim,david.kim@email.com,,Female,India,15-02-2023,Shoes,Fashion,157,2,314,UPI,Returned
ORD2740,Emily Davis,emily.davis@email.com,abc,Male,India,2023-07-12,Shoes,Electronics,1173,1,1173,Debit Card,Cancelled
ORD2741,Raj Kumar,raj.kumar@email.com,abc,Female,China,2023/01/15,Tablet,Accessories,792,1,792,UPI,Shipped
ORD2742,Maria Garcia,maria.garcia@email.com,abc,Female,USA,2023/04/05,Camera,Fashion,831,3,2493,Credit Card,Delivered
ORD2743,Liu Wei,liu.wei@email.com,,Male,Spain,2023-07-12,Tablet,Accessories,221,2,442,,Returned
ORD2744,Maria Garcia,maria.garcia@email.com,28,Male,USA,2023/01/15,Watch,Fashion,174,2,348,PayPal,Shipped
ORD2745,Mike Brown,mike.brown@email.com,,Male,UK,05-06-2023,Watch,Fashion,455,2,910,,Shipped
ORD2746,John Doe,john.doe@email.com,abc,Male,USA,2023-07-12,Phone,Fashion,1218,3,3654,UPI,Delivered
ORD2747,Emily Davis,emily.davis@email.com,54,Female,China,2023/04/05,Watch,Accessories,1084,2,2168,Credit Card,Cancelled
ORD2748,Emily Davis,emily.davis@email.com,,Male,India,2023-03-10,Laptop,Accessories,1174,3,3522,Debit Card,Returned
ORD2749, Liu Wei ,liu.wei@email.com,,Female,Canada,2023-07-12,Phone,Fashion,1079,1,1079,Debit Card,Shipped
ORD2750, Jane Smith ,jane.smithemail.com,27,Female,Spain,15-02-2023,Camera,Electronics,493,2,986,Credit Card,Shipped
ORD2751,Anna Muller,anna.muller@email.com,42,Female,UK,15-02-2023,Camera,Accessories,194,1,194,Debit Card,Shipped
ORD2752, Liu Wei ,liu.wei@email.com,abc,Male,Canada,15-02-2023,Laptop,Electronics,789,2,1578,PayPal,Delivered
ORD2753,Mike Brown,mike.brown@email.com,abc,Female,Spain,2023-07-12,Watch,Electronics,857,3,2571,PayPal,Returned
ORD2754,Maria Garcia,maria.garcia@email.com,,Female,India,2023-03-10,Shoes,Accessories,1477,2,2954,Credit Card,Cancelled
ORD2755,John Doe,john.doe@email.com,abc,Female,UK,2023/01/15,Bag,Accessories,922,3,2766,UPI,Shipped
ORD2756, Jane Smith ,jane.smith@email.com,29,Female,Germany,05-06-2023,T-Shirt,Fashion,847,2,1694,Debit Card,Shipped
ORD2757,Emily Davis,emily.davisemail.com,23,Female,USA,15-02-2023,Bag,Electronics,370,3,1110,,Returned
ORD2758,Raj Kumar,raj.kumar@email.com,,Female,India,05-06-2023,Phone,Accessories,751,1,751,,Cancelled
ORD2759,Emily Davis,emily.davis@email.com,,Male,USA,2023-07-12,Phone,Fashion,131,2,262,PayPal,Returned
ORD2760, Jane Smith ,jane.smith@email.com,,Female,UK,2023/04/05,Shoes,Electronics,1442,2,2884,,Shipped
ORD2761,Mike Brown,mike.brown@email.com,47,Male,Canada,2023-03-10,Phone,Accessories,1437,3,4311,Credit Card,Cancelled
ORD2762,Chris Evans,chris.evans@email.com,,Female,UK,2023-03-10,Watch,Fashion,603,3,1809,PayPal,Returned
ORD2763, Chris Evans ,chris.evans@email.com,abc,Male,India,05-06-2023,Bag,Accessories,355,2,710,,Delivered
ORD2764,Mike Brown,mike.brown@email.com,,Male,Spain,05-06-2023,Watch,Accessories,106,1,106,PayPal,Delivered
ORD2765, Anna Muller ,anna.muller@email.com,46,Male,UK,2023/04/05,Bag,Accessories,185,3,555,,Delivered
ORD2766, Jane Smith ,jane.smith@email.com,abc,Male,USA,2023/01/15,Camera,Electronics,879,2,1758,Credit Card,Shipped
ORD2767,Jane Smith,jane.smith@email.com,,Male,UK,15-02-2023,Laptop,Electronics,939,2,1878,UPI,Delivered
ORD2768,Liu Wei,liu.wei@email.com,abc,Male,India,2023/01/15,Tablet,Fashion,310,2,620,PayPal,Shipped
ORD2769,Mike Brown,mike.brown@email.com,abc,Male,Canada,2023-07-12,Shoes,Fashion,270,1,270,Debit Card,Returned
ORD2770, Emily Davis ,emily.davis@email.com,abc,Female,UK,05-06-2023,Headphones,Accessories,1051,2,2102,PayPal,Delivered
ORD2771, Sarah Lee ,sarah.lee@email.com,25,Female,Germany,2023-03-10,Watch,Fashion,1488,3,4464,Credit Card,Delivered
ORD2772,John Doe,john.doe@email.com,31,Male,Canada,2023-07-12,Laptop,Fashion,682,3,2046,Credit Card,Returned
ORD2773, Maria Garcia ,maria.garcia@email.com,,Male,USA,2023/01/15,Camera,Fashion,135,2,270,PayPal,Shipped
ORD2774, Sarah Lee ,sarah.lee@email.com,abc,Male,USA,2023/04/05,Phone,Accessories,1101,1,1101,Debit Card,Shipped
ORD2775,Maria Garcia,maria.garcia@email.com,,Female,Canada,2023-07-12,Bag,Fashion,851,2,1702,PayPal,Cancelled
ORD2776, Anna Muller ,anna.muller@email.com,abc,Male,UK,2023/01/15,Tablet,Electronics,1413,1,1413,PayPal,Delivered
ORD2777,Maria Garcia,maria.garcia@email.com,18,Female,China,2023/04/05,Shoes,Fashion,552,2,1104,PayPal,Delivered
ORD2778,Sarah Lee,sarah.lee@email.com,53,Male,USA,2023/04/05,Shoes,Accessories,1005,1,1005,Debit Card,Cancelled
ORD2779,Emily Davis,emily.davis@email.com,,Male,Germany,05-06-2023,Shoes,Fashion,237,2,474,,Delivered
ORD2780,Liu Wei,liu.wei@email.com,,Female,UK,2023-03-10,Headphones,Electronics,65,2,130,UPI,Returned
ORD2781,Chris Evans,chris.evansemail.com,30,Female,UK,2023/01/15,T-Shirt,Accessories,639,2,1278,PayPal,Delivered
ORD2782,Jane Smith,jane.smith@email.com,33,Male,USA,2023/01/15,Phone,Electronics,1105,2,2210,PayPal,Cancelled
ORD2783,Emily Davis,emily.davis@email.com,,Male,USA,05-06-2023,Tablet,Fashion,1029,3,3087,PayPal,Shipped
ORD2784,Liu Wei,liu.wei@email.com,31,Female,Canada,05-06-2023,Watch,Fashion,1179,1,1179,,Shipped
ORD2785,Chris Evans,chris.evans@email.com,,Female,UK,2023/01/15,Watch,Fashion,1477,3,4431,Credit Card,Shipped
ORD2786,John Doe,john.doe@email.com,abc,Male,India,2023-03-10,Shoes,Fashion,689,3,2067,UPI,Delivered
ORD2787,Anna Muller,anna.muller@email.com,,Male,UK,05-06-2023,Phone,Electronics,1104,3,3312,,Delivered
ORD2788, Anna Muller ,anna.muller@email.com,19,Female,Spain,2023-03-10,Bag,Fashion,1272,3,3816,Credit Card,Shipped
ORD2789,Maria Garcia,maria.garcia@email.com,abc,Male,China,2023-03-10,Bag,Electronics,971,3,2913,Credit Card,Returned
ORD2790,Chris Evans,chris.evansemail.com,32,Male,USA,2023-03-10,Shoes,Fashion,676,3,2028,,Cancelled
ORD2791,David Kim,david.kim@email.com,33,Female,Germany,05-06-2023,T-Shirt,Accessories,132,1,132,Debit Card,Cancelled
ORD2792,Mike Brown,mike.brown@email.com,30,Female,Spain,2023-07-12,Laptop,Electronics,1273,3,3819,PayPal,Delivered
ORD2793,Jane Smith,jane.smith@email.com,abc,Female,USA,2023/01/15,T-Shirt,Accessories,843,3,2529,Debit Card,Cancelled
ORD2794,David Kim,david.kim@email.com,25,Male,India,2023/01/15,Shoes,Electronics,312,3,936,Debit Card,Cancelled
ORD2795,Sarah Lee,sarah.lee@email.com,23,Female,UK,2023/01/15,Shoes,Electronics,961,2,1922,UPI,Cancelled
ORD2796,Emily Davis,emily.davisemail.com,,Female,Spain,2023-07-12,Tablet,Electronics,550,1,550,PayPal,Returned
ORD2797,Anna Muller,anna.muller@email.com,,Male,UK,2023-03-10,Headphones,Fashion,239,3,717,Credit Card,Cancelled
ORD2798,Sarah Lee,sarah.lee@email.com,60,Male,UK,2023-03-10,Camera,Accessories,449,3,1347,PayPal,Returned
ORD2799,Anna Muller,anna.muller@email.com,,Male,Canada,2023/01/15,Watch,Accessories,1111,1,1111,UPI,Shipped
ORD2800,Mike Brown,mike.brown@email.com,37,Male,Spain,2023/04/05,Camera,Accessories,1222,1,1222,Debit Card,Cancelled
ORD2801,Sarah Lee,sarah.lee@email.com,57,Male,Germany,2023/04/05,Headphones,Fashion,815,2,1630,Debit Card,Shipped
ORD2802,Emily Davis,emily.davis@email.com,abc,Male,Canada,05-06-2023,Camera,Fashion,1068,2,2136,Debit Card,Returned
